iteration,current_bet_freq_QdQc,average_bet_freq_QdQc,current_bet_freq_QsQh,average_bet_freq_QsQh,current_bet_freq_QsQc,average_bet_freq_QsQc,current_bet_freq_QhQd,average_bet_freq_QhQd,current_bet_freq_QhQc,average_bet_freq_QhQc,current_bet_freq_QsQd,average_bet_freq_QsQd
443,0.298156,0.261338,0.298156,0.261338,0.298156,0.261338,0.298156,0.261338,0.298156,0.261338,0.298156,0.261338
444,0.196819,0.261180,0.196819,0.261180,0.196819,0.261180,0.196819,0.261180,0.196819,0.261180,0.196819,0.261180
445,0.196819,0.261180,0.196819,0.261180,0.196819,0.261180,0.196819,0.261180,0.196819,0.261180,0.196819,0.261180
446,0.074300,0.260477,0.074300,0.260477,0.074300,0.260477,0.074300,0.260477,0.074300,0.260477,0.074300,0.260477
447,0.074300,0.260477,0.074300,0.260477,0.074300,0.260477,0.074300,0.260477,0.074300,0.260477,0.074300,0.260477
448,0.000000,0.259370,0.000000,0.259370,0.000000,0.259370,0.000000,0.259370,0.000000,0.259370,0.000000,0.259370
449,0.000000,0.259370,0.000000,0.259370,0.000000,0.259370,0.000000,0.259370,0.000000,0.259370,0.000000,0.259370
450,0.000000,0.258222,0.000000,0.258222,0.000000,0.258222,0.000000,0.258222,0.000000,0.258222,0.000000,0.258222
451,0.000000,0.258222,0.000000,0.258222,0.000000,0.258222,0.000000,0.258222,0.000000,0.258222,0.000000,0.258222
452,0.000000,0.257085,0.000000,0.257085,0.000000,0.257085,0.000000,0.257085,0.000000,0.257085,0.000000,0.257085
453,0.000000,0.257085,0.000000,0.257085,0.000000,0.257085,0.000000,0.257085,0.000000,0.257085,0.000000,0.257085
454,0.000000,0.255957,0.000000,0.255957,0.000000,0.255957,0.000000,0.255957,0.000000,0.255957,0.000000,0.255957
455,0.000000,0.255957,0.000000,0.255957,0.000000,0.255957,0.000000,0.255957,0.000000,0.255957,0.000000,0.255957
456,0.000000,0.254839,0.000000,0.254839,0.000000,0.254839,0.000000,0.254839,0.000000,0.254839,0.000000,0.254839
457,0.000000,0.254839,0.000000,0.254839,0.000000,0.254839,0.000000,0.254839,0.000000,0.254839,0.000000,0.254839
458,0.000000,0.253731,0.000000,0.253731,0.000000,0.253731,0.000000,0.253731,0.000000,0.253731,0.000000,0.253731
459,0.000000,0.253731,0.000000,0.253731,0.000000,0.253731,0.000000,0.253731,0.000000,0.253731,0.000000,0.253731
460,0.000000,0.252633,0.000000,0.252633,0.000000,0.252633,0.000000,0.252633,0.000000,0.252633,0.000000,0.252633
461,0.000000,0.252633,0.000000,0.252633,0.000000,0.252633,0.000000,0.252633,0.000000,0.252633,0.000000,0.252633
462,0.000000,0.251544,0.000000,0.251544,0.000000,0.251544,0.000000,0.251544,0.000000,0.251544,0.000000,0.251544
463,0.000000,0.251544,0.000000,0.251544,0.000000,0.251544,0.000000,0.251544,0.000000,0.251544,0.000000,0.251544
464,0.133940,0.250514,0.133940,0.250514,0.133940,0.250514,0.133940,0.250514,0.133940,0.250514,0.133940,0.250514
465,0.133940,0.250514,0.133940,0.250514,0.133940,0.250514,0.133940,0.250514,0.133940,0.250514,0.133940,0.250514
466,0.267422,0.249894,0.267422,0.249894,0.267422,0.249894,0.267422,0.249894,0.267422,0.249894,0.267422,0.249894
467,0.267422,0.249894,0.267422,0.249894,0.267422,0.249894,0.267422,0.249894,0.267422,0.249894,0.267422,0.249894
468,0.366044,0.249890,0.366044,0.249890,0.366044,0.249890,0.366044,0.249890,0.366044,0.249890,0.366044,0.249890
469,0.366044,0.249890,0.366044,0.249890,0.366044,0.249890,0.366044,0.249890,0.366044,0.249890,0.366044,0.249890
470,0.449276,0.250321,0.449276,0.250321,0.449276,0.250321,0.449276,0.250321,0.449276,0.250321,0.449276,0.250321
471,0.449276,0.250321,0.449276,0.250321,0.449276,0.250321,0.449276,0.250321,0.449276,0.250321,0.449276,0.250321
472,0.519072,0.251100,0.519072,0.251100,0.519072,0.251100,0.519072,0.251100,0.519072,0.251100,0.519072,0.251100
473,0.519072,0.251100,0.519072,0.251100,0.519072,0.251100,0.519072,0.251100,0.519072,0.251100,0.519072,0.251100
474,0.573530,0.252152,0.573530,0.252152,0.573530,0.252152,0.573530,0.252152,0.573530,0.252152,0.573530,0.252152
475,0.573530,0.252152,0.573530,0.252152,0.573530,0.252152,0.573530,0.252152,0.573530,0.252152,0.573530,0.252152
476,0.613090,0.253405,0.613090,0.253405,0.613090,0.253405,0.613090,0.253405,0.613090,0.253405,0.613090,0.253405
477,0.613090,0.253405,0.613090,0.253405,0.613090,0.253405,0.613090,0.253405,0.613090,0.253405,0.613090,0.253405
478,0.637454,0.254794,0.637454,0.254794,0.637454,0.254794,0.637454,0.254794,0.637454,0.254794,0.637454,0.254794
479,0.637454,0.254794,0.637454,0.254794,0.637454,0.254794,0.637454,0.254794,0.637454,0.254794,0.637454,0.254794
480,0.647359,0.256255,0.647359,0.256255,0.647359,0.256255,0.647359,0.256255,0.647359,0.256255,0.647359,0.256255
481,0.647359,0.256255,0.647359,0.256255,0.647359,0.256255,0.647359,0.256255,0.647359,0.256255,0.647359,0.256255
482,0.644763,0.257729,0.644763,0.257729,0.644763,0.257729,0.644763,0.257729,0.644763,0.257729,0.644763,0.257729
483,0.644763,0.257729,0.644763,0.257729,0.644763,0.257729,0.644763,0.257729,0.644763,0.257729,0.644763,0.257729
484,0.630930,0.259170,0.630930,0.259170,0.630930,0.259170,0.630930,0.259170,0.630930,0.259170,0.630930,0.259170
485,0.630930,0.259170,0.630930,0.259170,0.630930,0.259170,0.630930,0.259170,0.630930,0.259170,0.630930,0.259170
486,0.607435,0.260534,0.607435,0.260534,0.607435,0.260534,0.607435,0.260534,0.607435,0.260534,0.607435,0.260534
487,0.607435,0.260534,0.607435,0.260534,0.607435,0.260534,0.607435,0.260534,0.607435,0.260534,0.607435,0.260534
488,0.575860,0.261786,0.575860,0.261786,0.575860,0.261786,0.575860,0.261786,0.575860,0.261786,0.575860,0.261786
489,0.575860,0.261786,0.575860,0.261786,0.575860,0.261786,0.575860,0.261786,0.575860,0.261786,0.575860,0.261786
490,0.537513,0.262895,0.537513,0.262895,0.537513,0.262895,0.537513,0.262895,0.537513,0.262895,0.537513,0.262895
491,0.537513,0.262895,0.537513,0.262895,0.537513,0.262895,0.537513,0.262895,0.537513,0.262895,0.537513,0.262895
492,0.493258,0.263835,0.493258,0.263835,0.493258,0.263835,0.493258,0.263835,0.493258,0.263835,0.493258,0.263835
493,0.493258,0.263835,0.493258,0.263835,0.493258,0.263835,0.493258,0.263835,0.493258,0.263835,0.493258,0.263835
494,0.443448,0.264583,0.443448,0.264583,0.443448,0.264583,0.443448,0.264583,0.443448,0.264583,0.443448,0.264583
495,0.443448,0.264583,0.443448,0.264583,0.443448,0.264583,0.443448,0.264583,0.443448,0.264583,0.443448,0.264583
496,0.387928,0.265115,0.387928,0.265115,0.387928,0.265115,0.387928,0.265115,0.387928,0.265115,0.387928,0.265115
497,0.387928,0.265115,0.387928,0.265115,0.387928,0.265115,0.387928,0.265115,0.387928,0.265115,0.387928,0.265115
498,0.326523,0.265403,0.326523,0.265403,0.326523,0.265403,0.326523,0.265403,0.326523,0.265403,0.326523,0.265403
499,0.326523,0.265403,0.326523,0.265403,0.326523,0.265403,0.326523,0.265403,0.326523,0.265403,0.326523,0.265403
500,0.260397,0.265420,0.260397,0.265420,0.260397,0.265420,0.260397,0.265420,0.260397,0.265420,0.260397,0.265420
501,0.260397,0.265420,0.260397,0.265420,0.260397,0.265420,0.260397,0.265420,0.260397,0.265420,0.260397,0.265420
502,0.189155,0.265138,0.189155,0.265138,0.189155,0.265138,0.189155,0.265138,0.189155,0.265138,0.189155,0.265138
503,0.189155,0.265138,0.189155,0.265138,0.189155,0.265138,0.189155,0.265138,0.189155,0.265138,0.189155,0.265138
504,0.114153,0.264527,0.114153,0.264527,0.114153,0.264527,0.114153,0.264527,0.114153,0.264527,0.114153,0.264527
505,0.114153,0.264527,0.114153,0.264527,0.114153,0.264527,0.114153,0.264527,0.114153,0.264527,0.114153,0.264527
506,0.039896,0.263593,0.039896,0.263593,0.039896,0.263593,0.039896,0.263593,0.039896,0.263593,0.039896,0.263593
507,0.039896,0.263593,0.039896,0.263593,0.039896,0.263593,0.039896,0.263593,0.039896,0.263593,0.039896,0.263593
508,0.000000,0.262575,0.000000,0.262575,0.000000,0.262575,0.000000,0.262575,0.000000,0.262575,0.000000,0.262575
509,0.000000,0.262575,0.000000,0.262575,0.000000,0.262575,0.000000,0.262575,0.000000,0.262575,0.000000,0.262575
510,0.000000,0.261550,0.000000,0.261550,0.000000,0.261550,0.000000,0.261550,0.000000,0.261550,0.000000,0.261550
511,0.000000,0.261550,0.000000,0.261550,0.000000,0.261550,0.000000,0.261550,0.000000,0.261550,0.000000,0.261550
512,0.000000,0.260532,0.000000,0.260532,0.000000,0.260532,0.000000,0.260532,0.000000,0.260532,0.000000,0.260532
513,0.000000,0.260532,0.000000,0.260532,0.000000,0.260532,0.000000,0.260532,0.000000,0.260532,0.000000,0.260532
514,0.000000,0.259522,0.000000,0.259522,0.000000,0.259522,0.000000,0.259522,0.000000,0.259522,0.000000,0.259522
515,0.000000,0.259522,0.000000,0.259522,0.000000,0.259522,0.000000,0.259522,0.000000,0.259522,0.000000,0.259522
516,0.010286,0.258520,0.010286,0.258520,0.010286,0.258520,0.010286,0.258520,0.010286,0.258520,0.010286,0.258520
517,0.010286,0.258520,0.010286,0.258520,0.010286,0.258520,0.010286,0.258520,0.010286,0.258520,0.010286,0.258520
518,0.087611,0.257546,0.087611,0.257546,0.087611,0.257546,0.087611,0.257546,0.087611,0.257546,0.087611,0.257546
519,0.087611,0.257546,0.087611,0.257546,0.087611,0.257546,0.087611,0.257546,0.087611,0.257546,0.087611,0.257546
520,0.168532,0.256737,0.168532,0.256737,0.168532,0.256737,0.168532,0.256737,0.168532,0.256737,0.168532,0.256737
521,0.168532,0.256737,0.168532,0.256737,0.168532,0.256737,0.168532,0.256737,0.168532,0.256737,0.168532,0.256737
522,0.244425,0.256264,0.244425,0.256264,0.244425,0.256264,0.244425,0.256264,0.244425,0.256264,0.244425,0.256264
523,0.244425,0.256264,0.244425,0.256264,0.244425,0.256264,0.244425,0.256264,0.244425,0.256264,0.244425,0.256264
524,0.311954,0.256119,0.311954,0.256119,0.311954,0.256119,0.311954,0.256119,0.311954,0.256119,0.311954,0.256119
525,0.311954,0.256119,0.311954,0.256119,0.311954,0.256119,0.311954,0.256119,0.311954,0.256119,0.311954,0.256119
526,0.370761,0.256247,0.370761,0.256247,0.370761,0.256247,0.370761,0.256247,0.370761,0.256247,0.370761,0.256247
527,0.370761,0.256247,0.370761,0.256247,0.370761,0.256247,0.370761,0.256247,0.370761,0.256247,0.370761,0.256247
528,0.420926,0.256604,0.420926,0.256604,0.420926,0.256604,0.420926,0.256604,0.420926,0.256604,0.420926,0.256604
529,0.420926,0.256604,0.420926,0.256604,0.420926,0.256604,0.420926,0.256604,0.420926,0.256604,0.420926,0.256604
530,0.462526,0.257147,0.462526,0.257147,0.462526,0.257147,0.462526,0.257147,0.462526,0.257147,0.462526,0.257147
531,0.462526,0.257147,0.462526,0.257147,0.462526,0.257147,0.462526,0.257147,0.462526,0.257147,0.462526,0.257147
532,0.495387,0.257839,0.495387,0.257839,0.495387,0.257839,0.495387,0.257839,0.495387,0.257839,0.495387,0.257839
533,0.495387,0.257839,0.495387,0.257839,0.495387,0.257839,0.495387,0.257839,0.495387,0.257839,0.495387,0.257839
534,0.520022,0.258642,0.520022,0.258642,0.520022,0.258642,0.520022,0.258642,0.520022,0.258642,0.520022,0.258642
535,0.520022,0.258642,0.520022,0.258642,0.520022,0.258642,0.520022,0.258642,0.520022,0.258642,0.520022,0.258642
536,0.537491,0.259524,0.537491,0.259524,0.537491,0.259524,0.537491,0.259524,0.537491,0.259524,0.537491,0.259524
537,0.537491,0.259524,0.537491,0.259524,0.537491,0.259524,0.537491,0.259524,0.537491,0.259524,0.537491,0.259524
538,0.547908,0.260458,0.547908,0.260458,0.547908,0.260458,0.547908,0.260458,0.547908,0.260458,0.547908,0.260458
539,0.547908,0.260458,0.547908,0.260458,0.547908,0.260458,0.547908,0.260458,0.547908,0.260458,0.547908,0.260458
540,0.551485,0.261416,0.551485,0.261416,0.551485,0.261416,0.551485,0.261416,0.551485,0.261416,0.551485,0.261416
541,0.551485,0.261416,0.551485,0.261416,0.551485,0.261416,0.551485,0.261416,0.551485,0.261416,0.551485,0.261416
542,0.548561,0.262374,0.548561,0.262374,0.548561,0.262374,0.548561,0.262374,0.548561,0.262374,0.548561,0.262374
543,0.548561,0.262374,0.548561,0.262374,0.548561,0.262374,0.548561,0.262374,0.548561,0.262374,0.548561,0.262374
544,0.539589,0.263309,0.539589,0.263309,0.539589,0.263309,0.539589,0.263309,0.539589,0.263309,0.539589,0.263309
545,0.539589,0.263309,0.539589,0.263309,0.539589,0.263309,0.539589,0.263309,0.539589,0.263309,0.539589,0.263309
546,0.525092,0.264199,0.525092,0.264199,0.525092,0.264199,0.525092,0.264199,0.525092,0.264199,0.525092,0.264199
547,0.525092,0.264199,0.525092,0.264199,0.525092,0.264199,0.525092,0.264199,0.525092,0.264199,0.525092,0.264199
548,0.505618,0.265025,0.505618,0.265025,0.505618,0.265025,0.505618,0.265025,0.505618,0.265025,0.505618,0.265025
549,0.505618,0.265025,0.505618,0.265025,0.505618,0.265025,0.505618,0.265025,0.505618,0.265025,0.505618,0.265025
550,0.481679,0.265771,0.481679,0.265771,0.481679,0.265771,0.481679,0.265771,0.481679,0.265771,0.481679,0.265771
551,0.481679,0.265771,0.481679,0.265771,0.481679,0.265771,0.481679,0.265771,0.481679,0.265771,0.481679,0.265771
552,0.453718,0.266420,0.453718,0.266420,0.453718,0.266420,0.453718,0.266420,0.453718,0.266420,0.453718,0.266420
553,0.453718,0.266420,0.453718,0.266420,0.453718,0.266420,0.453718,0.266420,0.453718,0.266420,0.453718,0.266420
554,0.422086,0.266958,0.422086,0.266958,0.422086,0.266958,0.422086,0.266958,0.422086,0.266958,0.422086,0.266958
555,0.422086,0.266958,0.422086,0.266958,0.422086,0.266958,0.422086,0.266958,0.422086,0.266958,0.422086,0.266958
556,0.387052,0.267373,0.387052,0.267373,0.387052,0.267373,0.387052,0.267373,0.387052,0.267373,0.387052,0.267373
557,0.387052,0.267373,0.387052,0.267373,0.387052,0.267373,0.387052,0.267373,0.387052,0.267373,0.387052,0.267373
558,0.350851,0.267651,0.350851,0.267651,0.350851,0.267651,0.350851,0.267651,0.350851,0.267651,0.350851,0.267651
559,0.350851,0.267651,0.350851,0.267651,0.350851,0.267651,0.350851,0.267651,0.350851,0.267651,0.350851,0.267651
560,0.313551,0.267788,0.313551,0.267788,0.313551,0.267788,0.313551,0.267788,0.313551,0.267788,0.313551,0.267788
561,0.313551,0.267788,0.313551,0.267788,0.313551,0.267788,0.313551,0.267788,0.313551,0.267788,0.313551,0.267788
562,0.275588,0.267780,0.275588,0.267780,0.275588,0.267780,0.275588,0.267780,0.275588,0.267780,0.275588,0.267780
563,0.275588,0.267780,0.275588,0.267780,0.275588,0.267780,0.275588,0.267780,0.275588,0.267780,0.275588,0.267780
564,0.237912,0.267624,0.237912,0.267624,0.237912,0.267624,0.237912,0.267624,0.237912,0.267624,0.237912,0.267624
565,0.237912,0.267624,0.237912,0.267624,0.237912,0.267624,0.237912,0.267624,0.237912,0.267624,0.237912,0.267624
566,0.202067,0.267321,0.202067,0.267321,0.202067,0.267321,0.202067,0.267321,0.202067,0.267321,0.202067,0.267321
567,0.202067,0.267321,0.202067,0.267321,0.202067,0.267321,0.202067,0.267321,0.202067,0.267321,0.202067,0.267321
568,0.170255,0.266880,0.170255,0.266880,0.170255,0.266880,0.170255,0.266880,0.170255,0.266880,0.170255,0.266880
569,0.170255,0.266880,0.170255,0.266880,0.170255,0.266880,0.170255,0.266880,0.170255,0.266880,0.170255,0.266880
570,0.145156,0.266317,0.145156,0.266317,0.145156,0.266317,0.145156,0.266317,0.145156,0.266317,0.145156,0.266317
571,0.145156,0.266317,0.145156,0.266317,0.145156,0.266317,0.145156,0.266317,0.145156,0.266317,0.145156,0.266317
572,0.129311,0.265663,0.129311,0.265663,0.129311,0.265663,0.129311,0.265663,0.129311,0.265663,0.129311,0.265663
573,0.129311,0.265663,0.129311,0.265663,0.129311,0.265663,0.129311,0.265663,0.129311,0.265663,0.129311,0.265663
574,0.124089,0.264959,0.124089,0.264959,0.124089,0.264959,0.124089,0.264959,0.124089,0.264959,0.124089,0.264959
575,0.124089,0.264959,0.124089,0.264959,0.124089,0.264959,0.124089,0.264959,0.124089,0.264959,0.124089,0.264959
576,0.128967,0.264250,0.128967,0.264250,0.128967,0.264250,0.128967,0.264250,0.128967,0.264250,0.128967,0.264250
577,0.128967,0.264250,0.128967,0.264250,0.128967,0.264250,0.128967,0.264250,0.128967,0.264250,0.128967,0.264250
578,0.142232,0.263579,0.142232,0.263579,0.142232,0.263579,0.142232,0.263579,0.142232,0.263579,0.142232,0.263579
579,0.142232,0.263579,0.142232,0.263579,0.142232,0.263579,0.142232,0.263579,0.142232,0.263579,0.142232,0.263579
580,0.162026,0.262977,0.162026,0.262977,0.162026,0.262977,0.162026,0.262977,0.162026,0.262977,0.162026,0.262977
581,0.162026,0.262977,0.162026,0.262977,0.162026,0.262977,0.162026,0.262977,0.162026,0.262977,0.162026,0.262977
582,0.187095,0.262467,0.187095,0.262467,0.187095,0.262467,0.187095,0.262467,0.187095,0.262467,0.187095,0.262467
583,0.187095,0.262467,0.187095,0.262467,0.187095,0.262467,0.187095,0.262467,0.187095,0.262467,0.187095,0.262467
584,0.215714,0.262066,0.215714,0.262066,0.215714,0.262066,0.215714,0.262066,0.215714,0.262066,0.215714,0.262066
585,0.215714,0.262066,0.215714,0.262066,0.215714,0.262066,0.215714,0.262066,0.215714,0.262066,0.215714,0.262066
586,0.246128,0.261783,0.246128,0.261783,0.246128,0.261783,0.246128,0.261783,0.246128,0.261783,0.246128,0.261783
587,0.246128,0.261783,0.246128,0.261783,0.246128,0.261783,0.246128,0.261783,0.246128,0.261783,0.246128,0.261783
588,0.276775,0.261618,0.276775,0.261618,0.276775,0.261618,0.276775,0.261618,0.276775,0.261618,0.276775,0.261618
589,0.276775,0.261618,0.276775,0.261618,0.276775,0.261618,0.276775,0.261618,0.276775,0.261618,0.276775,0.261618
590,0.306337,0.261570,0.306337,0.261570,0.306337,0.261570,0.306337,0.261570,0.306337,0.261570,0.306337,0.261570
591,0.306337,0.261570,0.306337,0.261570,0.306337,0.261570,0.306337,0.261570,0.306337,0.261570,0.306337,0.261570
592,0.333666,0.261629,0.333666,0.261629,0.333666,0.261629,0.333666,0.261629,0.333666,0.261629,0.333666,0.261629
593,0.333666,0.261629,0.333666,0.261629,0.333666,0.261629,0.333666,0.261629,0.333666,0.261629,0.333666,0.261629
594,0.357940,0.261785,0.357940,0.261785,0.357940,0.261785,0.357940,0.261785,0.357940,0.261785,0.357940,0.261785
595,0.357940,0.261785,0.357940,0.261785,0.357940,0.261785,0.357940,0.261785,0.357940,0.261785,0.357940,0.261785
596,0.380181,0.262024,0.380181,0.262024,0.380181,0.262024,0.380181,0.262024,0.380181,0.262024,0.380181,0.262024
597,0.380181,0.262024,0.380181,0.262024,0.380181,0.262024,0.380181,0.262024,0.380181,0.262024,0.380181,0.262024
598,0.399946,0.262337,0.399946,0.262337,0.399946,0.262337,0.399946,0.262337,0.399946,0.262337,0.399946,0.262337
599,0.399946,0.262337,0.399946,0.262337,0.399946,0.262337,0.399946,0.262337,0.399946,0.262337,0.399946,0.262337
600,0.416919,0.262714,0.416919,0.262714,0.416919,0.262714,0.416919,0.262714,0.416919,0.262714,0.416919,0.262714
601,0.416919,0.262714,0.416919,0.262714,0.416919,0.262714,0.416919,0.262714,0.416919,0.262714,0.416919,0.262714
602,0.430883,0.263145,0.430883,0.263145,0.430883,0.263145,0.430883,0.263145,0.430883,0.263145,0.430883,0.263145
603,0.430883,0.263145,0.430883,0.263145,0.430883,0.263145,0.430883,0.263145,0.430883,0.263145,0.430883,0.263145
604,0.441701,0.263617,0.441701,0.263617,0.441701,0.263617,0.441701,0.263617,0.441701,0.263617,0.441701,0.263617
605,0.441701,0.263617,0.441701,0.263617,0.441701,0.263617,0.441701,0.263617,0.441701,0.263617,0.441701,0.263617
606,0.449307,0.264120,0.449307,0.264120,0.449307,0.264120,0.449307,0.264120,0.449307,0.264120,0.449307,0.264120
607,0.449307,0.264120,0.449307,0.264120,0.449307,0.264120,0.449307,0.264120,0.449307,0.264120,0.449307,0.264120
608,0.453691,0.264643,0.453691,0.264643,0.453691,0.264643,0.453691,0.264643,0.453691,0.264643,0.453691,0.264643
609,0.453691,0.264643,0.453691,0.264643,0.453691,0.264643,0.453691,0.264643,0.453691,0.264643,0.453691,0.264643
610,0.454900,0.265174,0.454900,0.265174,0.454900,0.265174,0.454900,0.265174,0.454900,0.265174,0.454900,0.265174
611,0.454900,0.265174,0.454900,0.265174,0.454900,0.265174,0.454900,0.265174,0.454900,0.265174,0.454900,0.265174
612,0.453026,0.265703,0.453026,0.265703,0.453026,0.265703,0.453026,0.265703,0.453026,0.265703,0.453026,0.265703
613,0.453026,0.265703,0.453026,0.265703,0.453026,0.265703,0.453026,0.265703,0.453026,0.265703,0.453026,0.265703
614,0.448205,0.266220,0.448205,0.266220,0.448205,0.266220,0.448205,0.266220,0.448205,0.266220,0.448205,0.266220
615,0.448205,0.266220,0.448205,0.266220,0.448205,0.266220,0.448205,0.266220,0.448205,0.266220,0.448205,0.266220
616,0.440601,0.266715,0.440601,0.266715,0.440601,0.266715,0.440601,0.266715,0.440601,0.266715,0.440601,0.266715
617,0.440601,0.266715,0.440601,0.266715,0.440601,0.266715,0.440601,0.266715,0.440601,0.266715,0.440601,0.266715
618,0.430409,0.267180,0.430409,0.267180,0.430409,0.267180,0.430409,0.267180,0.430409,0.267180,0.430409,0.267180
619,0.430409,0.267180,0.430409,0.267180,0.430409,0.267180,0.430409,0.267180,0.430409,0.267180,0.430409,0.267180
620,0.417876,0.267606,0.417876,0.267606,0.417876,0.267606,0.417876,0.267606,0.417876,0.267606,0.417876,0.267606
621,0.417876,0.267606,0.417876,0.267606,0.417876,0.267606,0.417876,0.267606,0.417876,0.267606,0.417876,0.267606
622,0.405013,0.267986,0.405013,0.267986,0.405013,0.267986,0.405013,0.267986,0.405013,0.267986,0.405013,0.267986
623,0.405013,0.267986,0.405013,0.267986,0.405013,0.267986,0.405013,0.267986,0.405013,0.267986,0.405013,0.267986
624,0.391518,0.268320,0.391518,0.268320,0.391518,0.268320,0.391518,0.268320,0.391518,0.268320,0.391518,0.268320
625,0.391518,0.268320,0.391518,0.268320,0.391518,0.268320,0.391518,0.268320,0.391518,0.268320,0.391518,0.268320
626,0.377426,0.268605,0.377426,0.268605,0.377426,0.268605,0.377426,0.268605,0.377426,0.268605,0.377426,0.268605
627,0.377426,0.268605,0.377426,0.268605,0.377426,0.268605,0.377426,0.268605,0.377426,0.268605,0.377426,0.268605
628,0.362925,0.268841,0.362925,0.268841,0.362925,0.268841,0.362925,0.268841,0.362925,0.268841,0.362925,0.268841
629,0.362925,0.268841,0.362925,0.268841,0.362925,0.268841,0.362925,0.268841,0.362925,0.268841,0.362925,0.268841
630,0.348297,0.269027,0.348297,0.269027,0.348297,0.269027,0.348297,0.269027,0.348297,0.269027,0.348297,0.269027
631,0.348297,0.269027,0.348297,0.269027,0.348297,0.269027,0.348297,0.269027,0.348297,0.269027,0.348297,0.269027
632,0.333895,0.269161,0.333895,0.269161,0.333895,0.269161,0.333895,0.269161,0.333895,0.269161,0.333895,0.269161
633,0.333895,0.269161,0.333895,0.269161,0.333895,0.269161,0.333895,0.269161,0.333895,0.269161,0.333895,0.269161
634,0.320107,0.269247,0.320107,0.269247,0.320107,0.269247,0.320107,0.269247,0.320107,0.269247,0.320107,0.269247
635,0.320107,0.269247,0.320107,0.269247,0.320107,0.269247,0.320107,0.269247,0.320107,0.269247,0.320107,0.269247
636,0.307272,0.269286,0.307272,0.269286,0.307272,0.269286,0.307272,0.269286,0.307272,0.269286,0.307272,0.269286
637,0.307272,0.269286,0.307272,0.269286,0.307272,0.269286,0.307272,0.269286,0.307272,0.269286,0.307272,0.269286
638,0.295514,0.269282,0.295514,0.269282,0.295514,0.269282,0.295514,0.269282,0.295514,0.269282,0.295514,0.269282
639,0.295514,0.269282,0.295514,0.269282,0.295514,0.269282,0.295514,0.269282,0.295514,0.269282,0.295514,0.269282
640,0.284599,0.269239,0.284599,0.269239,0.284599,0.269239,0.284599,0.269239,0.284599,0.269239,0.284599,0.269239
641,0.284599,0.269239,0.284599,0.269239,0.284599,0.269239,0.284599,0.269239,0.284599,0.269239,0.284599,0.269239
642,0.274095,0.269160,0.274095,0.269160,0.274095,0.269160,0.274095,0.269160,0.274095,0.269160,0.274095,0.269160
643,0.274095,0.269160,0.274095,0.269160,0.274095,0.269160,0.274095,0.269160,0.274095,0.269160,0.274095,0.269160
644,0.263772,0.269049,0.263772,0.269049,0.263772,0.269049,0.263772,0.269049,0.263772,0.269049,0.263772,0.269049
645,0.263772,0.269049,0.263772,0.269049,0.263772,0.269049,0.263772,0.269049,0.263772,0.269049,0.263772,0.269049
646,0.254102,0.268904,0.254102,0.268904,0.254102,0.268904,0.254102,0.268904,0.254102,0.268904,0.254102,0.268904
647,0.254102,0.268904,0.254102,0.268904,0.254102,0.268904,0.254102,0.268904,0.254102,0.268904,0.254102,0.268904
648,0.245646,0.268731,0.245646,0.268731,0.245646,0.268731,0.245646,0.268731,0.245646,0.268731,0.245646,0.268731
649,0.245646,0.268731,0.245646,0.268731,0.245646,0.268731,0.245646,0.268731,0.245646,0.268731,0.245646,0.268731
650,0.238839,0.268532,0.238839,0.268532,0.238839,0.268532,0.238839,0.268532,0.238839,0.268532,0.238839,0.268532
651,0.238839,0.268532,0.238839,0.268532,0.238839,0.268532,0.238839,0.268532,0.238839,0.268532,0.238839,0.268532
652,0.234001,0.268314,0.234001,0.268314,0.234001,0.268314,0.234001,0.268314,0.234001,0.268314,0.234001,0.268314
653,0.234001,0.268314,0.234001,0.268314,0.234001,0.268314,0.234001,0.268314,0.234001,0.268314,0.234001,0.268314
654,0.231314,0.268084,0.231314,0.268084,0.231314,0.268084,0.231314,0.268084,0.231314,0.268084,0.231314,0.268084
655,0.231314,0.268084,0.231314,0.268084,0.231314,0.268084,0.231314,0.268084,0.231314,0.268084,0.231314,0.268084
656,0.230775,0.267849,0.230775,0.267849,0.230775,0.267849,0.230775,0.267849,0.230775,0.267849,0.230775,0.267849
657,0.230775,0.267849,0.230775,0.267849,0.230775,0.267849,0.230775,0.267849,0.230775,0.267849,0.230775,0.267849
658,0.232111,0.267618,0.232111,0.267618,0.232111,0.267618,0.232111,0.267618,0.232111,0.267618,0.232111,0.267618
659,0.232111,0.267618,0.232111,0.267618,0.232111,0.267618,0.232111,0.267618,0.232111,0.267618,0.232111,0.267618
660,0.235226,0.267396,0.235226,0.267396,0.235226,0.267396,0.235226,0.267396,0.235226,0.267396,0.235226,0.267396
661,0.235226,0.267396,0.235226,0.267396,0.235226,0.267396,0.235226,0.267396,0.235226,0.267396,0.235226,0.267396
662,0.241559,0.267188,0.241559,0.267188,0.241559,0.267188,0.241559,0.267188,0.241559,0.267188,0.241559,0.267188
663,0.241559,0.267188,0.241559,0.267188,0.241559,0.267188,0.241559,0.267188,0.241559,0.267188,0.241559,0.267188
664,0.250788,0.267006,0.250788,0.267006,0.250788,0.267006,0.250788,0.267006,0.250788,0.267006,0.250788,0.267006
665,0.250788,0.267006,0.250788,0.267006,0.250788,0.267006,0.250788,0.267006,0.250788,0.267006,0.250788,0.267006
